Station	Date(NZST)	Height(m)	Pressure(hPa)	Tair(C)	Tdew(C)	Dir(degT)	Speed(m/s)	StdFlag	RsdFlag	WndFlag	IceFlag	TurFlag	Orig	
17355	20130803:0600	2700	730	-	-	125	6.7	N	-	1	-	H	Y
17355	20130803:0600	3000	702	-	-	125	10.3	N	-	1	-	H	Y
17355	20130803:0600	3016	700	-	-	125	10.3	Y	-	0	-	P	Y
17355	20130803:0600	3600	652	-	-	165	6.7	N	-	1	-	H	Y
17355	20130803:0600	3900	627	-	-	125	13.9	N	-	1	-	H	Y
17355	20130803:0600	4200	603	-	-	170	9.8	N	-	1	-	H	Y
17355	20130803:0600	4500	578	-	-	155	6.7	N	-	1	-	H	Y
17355	20130803:0600	4800	556	-	-	170	11.8	N	-	1	-	H	Y
17355	20130803:1200	7	1006.4	15.7	10.1	152	4.8	Y	4	4	-	H	U
17355	20130803:1200	61	1000	13.6	-	165	3.6	Y	0	0	6	P	U
17355	20130803:1200	69	999	13.6	-	-	-	N	1	-	-	-	U
17355	20130803:1200	307	971	-	-	150	5.1	N	-	1	-	H	U
17355	20130803:1200	607	937	-	-	130	10.3	N	-	1	-	H	U
17355	20130803:1200	710	925	8.6	-	110	7.7	Y	0	0	3	P	U
17355	20130803:1200	907	903	-	-	95	11.3	N	-	1	-	H	U
17355	20130803:1200	1402	850	3.4	-	95	17.5	Y	1	0	2	P	U
17355	20130803:1200	1507	839	-	-	95	17.5	N	-	1	-	H	U
17355	20130803:1200	1843	805	4.2	-	-	-	N	1	-	-	-	U
17355	20130803:1200	2407	750	-	-	85	10.3	N	-	1	-	H	U
17355	20130803:1200	2965	700	-2.3	-	105	6.2	Y	0	0	1	P	U
17355	20130803:1200	3524	652	-6.5	-	-	-	N	1	-	-	-	U
17355	20130803:1200	3607	645	-	-	110	8.8	N	-	1	-	H	U
17355	20130803:1200	4145	602	-8.7	-	-	-	N	1	-	-	-	U
17355	20130803:1200	4207	597	-	-	90	11.3	N	-	1	-	H	U
17355	20130803:1200	4341	587	-7.1	-	-	-	N	1	-	-	-	U
17355	20130803:1200	4807	553	-	-	95	3.1	N	-	1	-	H	U
17355	20130803:1200	4830	551	-11.9	-	-	-	N	1	-	-	-	U
17355	20130803:1200	5407	511	-	-	185	4.1	N	-	1	-	H	U
17355	20130803:1200	5537	502	-15.9	-	-	-	N	1	-	-	-	U
17355	20130803:1200	5567	500	-15.9	-	185	4.1	Y	0	0	0	P	U
17355	20130803:1800	0	1013	-	-	90	4.1	Y	-	4	-	H	Y
17355	20130803:1800	300	978	-	-	85	6.2	N	-	1	-	H	Y
17355	20130803:1800	600	943	-	-	100	6.7	N	-	1	-	H	Y
17355	20130803:1800	768	925	-	-	105	9.3	Y	-	0	-	P	Y
17355	20130803:1800	900	911	-	-	115	6.7	N	-	1	-	H	Y
17355	20130803:1800	1460	850	-	-	110	9.8	Y	-	0	-	P	Y
17355	20130803:1800	1500	846	-	-	110	9.8	N	-	1	-	H	Y
17355	20130803:1800	1800	817	-	-	80	9.8	N	-	1	-	H	Y
17355	20130803:1800	2400	759	-	-	65	3.6	N	-	1	-	H	Y
17355	20130803:1800	3000	702	-	-	135	1.5	N	-	1	-	H	Y
17355	20130803:1800	3016	700	-	-	135	1.5	Y	-	0	-	P	Y
17355	20130804:0600	0	1013	-	-	225	0.5	Y	-	4	-	H	Y
17355	20130804:0600	300	978	-	-	210	0.5	N	-	1	-	H	Y
17355	20130804:0600	600	943	-	-	30	1.5	N	-	1	-	H	Y
17355	20130804:0600	768	925	-	-	355	1.5	Y	-	0	-	P	Y
17355	20130804:0600	900	911	-	-	25	1.5	N	-	1	-	H	Y
17355	20130804:0600	1200	878	-	-	65	4.6	N	-	1	-	H	Y
17355	20130804:0600	1800	817	-	-	290	0.5	N	-	1	-	H	Y
17355	20130804:0600	2400	759	-	-	140	2.6	N	-	1	-	H	Y
17355	20130804:0600	2700	730	-	-	95	1	N	-	1	-	H	Y
17355	20130804:0600	3000	702	-	-	300	3.1	N	-	1	-	H	Y
17355	20130804:0600	3016	700	-	-	300	3.1	Y	-	0	-	P	Y
17355	20130804:0600	4200	603	-	-	305	6.2	N	-	1	-	H	Y
17355	20130804:1200	7	1011.4	14.1	10	102	0.8	Y	4	4	-	H	U
17355	20130804:1200	19	1010	11.8	-	-	-	N	1	-	-	-	U
17355	20130804:1200	102	1000	12.4	-	0	0	Y	0	0	4	P	U
17355	20130804:1200	307	976	-	-	350	2.1	N	-	1	-	H	U
17355	20130804:1200	539	949	11	-	-	-	N	1	-	-	-	U
17355	20130804:1200	607	941	-	-	5	2.1	N	-	1	-	H	U
17355	20130804:1200	752	925	9.2	-	20	1	Y	0	0	2	P	U
17355	20130804:1200	907	908	-	-	15	2.6	N	-	1	-	H	U
17355	20130804:1200	950	903	7.2	-	-	-	N	1	-	-	-	U
17355	20130804:1200	1445	850	4.6	-	15	4.1	Y	0	0	1	P	U
17355	20130804:1200	1507	843	-	-	15	4.1	N	-	1	-	H	U
17355	20130804:1200	1807	812	-	-	345	3.6	N	-	1	-	H	U
17355	20130804:1200	2407	754	-	-	345	5.7	N	-	1	-	H	U
17355	20130804:1200	3002	700	-3.5	-	280	8.8	Y	1	1	0	P	U
17355	20130804:1200	3607	648	-	-	265	7.7	N	-	1	-	H	U
17355	20130804:1200	4176	602	-11.5	-	-	-	N	1	-	-	-	U
17355	20130804:1200	4207	600	-	-	275	5.7	N	-	1	-	H	U
17355	20130804:1800	0	1013	-	-	60	2.6	Y	-	4	-	H	Y
17355	20130804:1800	300	978	-	-	60	3.1	N	-	1	-	H	Y
17355	20130804:1800	600	943	-	-	40	0.5	N	-	1	-	H	Y
17355	20130804:1800	768	925	-	-	85	1.5	Y	-	0	-	P	Y
17355	20130804:1800	900	911	-	-	10	2.6	N	-	1	-	H	Y
17355	20130804:1800	1200	878	-	-	340	3.1	N	-	1	-	H	Y
17355	20130804:1800	1460	850	-	-	350	5.7	Y	-	0	-	P	Y
17355	20130804:1800	1500	846	-	-	350	5.7	N	-	1	-	H	Y
17355	20130804:1800	1800	817	-	-	295	5.7	N	-	1	-	H	Y
17355	20130804:1800	3000	702	-	-	250	3.1	N	-	1	-	H	Y
17355	20130804:1800	3016	700	-	-	250	3.1	Y	-	0	-	P	Y
17355	20130804:1800	4200	603	-	-	270	5.7	N	-	1	-	H	Y
17355	20130804:1800	4800	556	-	-	255	8.8	N	-	1	-	H	Y
17355	20130804:1800	5400	514	-	-	275	8.8	N	-	1	-	H	Y
17355	20130804:1800	5607	500	-	-	275	8.8	Y	-	0	-	P	Y
17355	20130805:0600	0	1013	-	-	90	1	Y	-	4	-	H	Y
17355	20130805:0600	300	978	-	-	230	2.6	N	-	1	-	H	Y
17355	20130805:0600	600	943	-	-	220	5.1	N	-	1	-	H	Y
17355	20130805:0600	768	925	-	-	265	5.1	Y	-	0	-	P	Y
17355	20130805:0600	900	911	-	-	250	5.7	N	-	1	-	H	Y
17355	20130805:0600	1460	850	-	-	260	6.2	Y	-	0	-	P	Y
17355	20130805:0600	1500	846	-	-	260	6.2	N	-	1	-	H	Y
17355	20130805:0600	2700	730	-	-	265	10.3	N	-	1	-	H	Y
17355	20130805:0600	3000	702	-	-	250	10.8	N	-	1	-	H	Y
17355	20130805:0600	3016	700	-	-	250	10.8	Y	-	0	-	P	Y
17355	20130805:0600	3300	676	-	-	275	11.8	N	-	1	-	H	Y
17355	20130805:0600	4200	603	-	-	260	12.4	N	-	1	-	H	Y
17355	20130805:0600	4500	578	-	-	280	9.8	N	-	1	-	H	Y
17355	20130805:0600	4800	556	-	-	265	11.8	N	-	1	-	H	Y
17355	20130805:1200	7	1016.1	15.6	11.9	268	4.4	Y	4	4	-	H	U
17355	20130805:1200	58	1010	14.8	-	-	-	N	1	-	-	-	U
17355	20130805:1200	142	1000	13.4	-	240	3.6	Y	0	0	5	P	U
17355	20130805:1200	307	980	-	-	260	3.6	N	-	1	-	H	U
17355	20130805:1200	607	946	-	-	240	1.5	N	-	1	-	H	U
17355	20130805:1200	791	925	8.4	-	185	3.1	Y	0	0	2	P	U
17355	20130805:1200	818	922	7.2	-	-	-	N	1	-	-	-	U
17355	20130805:1200	907	912	-	-	270	7.2	N	-	1	-	H	U
17355	20130805:1200	1482	850	3.8	-	280	9.3	Y	0	0	1	P	U
17355	20130805:1200	1507	847	-	-	280	9.3	N	-	1	-	H	U
17355	20130805:1200	1952	802	1.8	-	-	-	N	1	-	-	-	U
17355	20130805:1200	2407	758	-	-	265	8.2	N	-	1	-	H	U
17355	20130805:1200	3007	703	-	-	300	7.2	N	-	1	-	H	U
17355	20130805:1200	3042	700	-1.1	-	300	7.2	Y	1	0	0	P	U
17355	20130805:1200	4207	601	-	-	295	10.8	N	-	1	-	H	U
17355	20130805:1200	5407	514	-	-	290	14.4	N	-	1	-	H	U
17355	20130805:1200	5595	502	-21.1	-	-	-	N	1	-	-	-	U
17355	20130805:1200	5624	500	-21.1	-	290	14.4	Y	0	0	0	P	U
17355	20130805:1800	0	1013	-	-	350	1	Y	-	4	-	H	Y
17355	20130805:1800	300	978	-	-	350	1.5	N	-	1	-	H	Y
17355	20130805:1800	600	943	-	-	300	5.1	N	-	1	-	H	Y
17355	20130805:1800	768	925	-	-	295	5.7	Y	-	0	-	P	Y
17355	20130805:1800	900	911	-	-	280	6.2	N	-	1	-	H	Y
17355	20130805:1800	1460	850	-	-	270	6.7	Y	-	0	-	P	Y
17355	20130805:1800	1500	846	-	-	270	6.7	N	-	1	-	H	Y
17355	20130805:1800	2100	788	-	-	260	9.8	N	-	1	-	H	Y
17355	20130805:1800	2400	759	-	-	285	12.9	N	-	1	-	H	Y
17355	20130805:1800	2700	730	-	-	275	13.4	N	-	1	-	H	Y
17355	20130805:1800	3000	702	-	-	290	13.9	N	-	1	-	H	Y
17355	20130805:1800	3016	700	-	-	290	13.9	Y	-	0	-	P	Y
17355	20130805:1800	4200	603	-	-	295	14.4	N	-	1	-	H	Y
17355	20130806:0000	7	1016.8	12.1	11.4	343	3.2	Y	4	4	-	H	U
17355	20130806:0000	63	1010	14.2	-	-	-	N	1	-	-	-	U
17355	20130806:0000	147	1000	14	-	305	8.2	Y	0	0	5	P	U
17355	20130806:0000	307	981	-	-	295	10.3	N	-	1	-	H	U
17355	20130806:0000	607	946	-	-	290	9.8	N	-	1	-	H	U
17355	20130806:0000	799	925	10.2	-	290	10.3	Y	0	0	3	P	U
17355	20130806:0000	907	913	-	-	300	15.4	N	-	1	-	H	U
17355	20130806:0000	1207	880	-	-	270	14.4	N	-	1	-	H	U
17355	20130806:0000	1495	850	5.6	-	280	14.4	Y	1	0	2	P	U
17355	20130806:0000	1507	849	-	-	280	14.4	N	-	1	-	H	U
17355	20130806:0000	1966	802	0.6	-	-	-	N	1	-	-	-	U
17355	20130806:0000	3048	700	-3.9	-	285	16.5	Y	1	0	1	P	U
17355	20130806:0000	3604	652	-8.3	-	280	16	N	1	1	-	H	U
17355	20130806:0600	0	1013	-	-	340	3.1	Y	-	4	-	H	Y
17355	20130806:0600	300	978	-	-	305	3.1	N	-	1	-	H	Y
17355	20130806:0600	600	943	-	-	275	6.7	N	-	1	-	H	Y
17355	20130806:0600	768	925	-	-	280	7.2	Y	-	0	-	P	Y
17355	20130806:0600	900	911	-	-	270	8.8	N	-	1	-	H	Y
17355	20130806:0600	1460	850	-	-	270	10.3	Y	-	0	-	P	Y
17355	20130806:0600	1500	846	-	-	270	10.3	N	-	1	-	H	Y
17355	20130806:0600	2700	730	-	-	270	12.4	N	-	1	-	H	Y
17355	20130806:0600	3016	700	-	-	270	14.4	Y	-	0	-	P	Y
17355	20130806:0600	3600	652	-	-	275	16	N	-	1	-	H	Y
17355	20130806:0600	3900	627	-	-	295	13.9	N	-	1	-	H	Y
17355	20130806:0600	4200	603	-	-	285	11.8	N	-	1	-	H	Y
17355	20130806:0600	4800	556	-	-	295	13.9	N	-	1	-	H	Y
17355	20130806:1200	7	1018.2	17.5	11.2	271	3.9	Y	4	4	-	H	U
17355	20130806:1200	17	1017	15.4	-	-	-	N	1	-	-	-	U
17355	20130806:1200	50	1013	14.4	-	-	-	N	1	-	-	-	U
17355	20130806:1200	75	1010	15.6	-	-	-	N	1	-	-	-	U
17355	20130806:1200	134	1003	13.6	-	-	-	N	1	-	-	-	U
17355	20130806:1200	159	1000	15	-	255	6.7	Y	0	0	6	P	U
17355	20130806:1200	167	999	15	-	-	-	N	1	-	-	-	U
17355	20130806:1200	307	983	-	-	275	6.7	N	-	1	-	H	U
17355	20130806:1200	320	981	13.6	-	-	-	N	1	-	-	-	U
17355	20130806:1200	536	956	10.2	-	-	-	N	1	-	-	-	U
17355	20130806:1200	597	949	10.8	-	-	-	N	1	-	-	-	U
17355	20130806:1200	607	948	-	-	295	7.2	N	-	1	-	H	U
17355	20130806:1200	810	925	9.2	-	290	6.7	Y	0	0	3	P	U
17355	20130806:1200	907	914	-	-	290	7.2	N	-	1	-	H	U
17355	20130806:1200	1503	850	3.6	-	270	12.4	Y	0	1	2	P	U
17355	20130806:1200	1793	820	0.6	-	-	-	N	1	-	-	-	U
17355	20130806:1200	2107	788	-	-	280	13.4	N	-	1	-	H	U
17355	20130806:1200	2486	752	-0.3	-	-	-	N	1	-	-	-	U
17355	20130806:1200	2707	731	-	-	275	12.9	N	-	1	-	H	U
17355	20130806:1200	3055	700	-4.3	-	275	12.4	Y	0	0	1	P	U
17355	20130806:1200	3610	652	-8.3	-	285	13.4	N	1	1	-	H	U
17355	20130806:1800	0	1013	-	-	270	3.1	Y	-	4	-	H	Y
17355	20130806:1800	300	978	-	-	280	4.1	N	-	1	-	H	Y
17355	20130806:1800	600	943	-	-	280	6.7	N	-	1	-	H	Y
17355	20130806:1800	768	925	-	-	275	7.2	Y	-	0	-	P	Y
17355	20130806:1800	900	911	-	-	275	8.2	N	-	1	-	H	Y
17355	20130806:1800	1460	850	-	-	270	7.7	Y	-	0	-	P	Y
17355	20130806:1800	1500	846	-	-	270	7.7	N	-	1	-	H	Y
17355	20130806:1800	2100	788	-	-	275	10.3	N	-	1	-	H	Y
17355	20130806:1800	3000	702	-	-	285	13.4	N	-	1	-	H	Y
17355	20130806:1800	3016	700	-	-	285	13.4	Y	-	0	-	P	Y
17355	20130806:1800	4200	603	-	-	260	13.4	N	-	1	-	H	Y
17355	20130806:1800	4800	556	-	-	280	17.5	N	-	1	-	H	Y
17355	20130807:0600	0	1013	-	-	10	1.5	Y	-	4	-	H	Y
17355	20130807:0600	300	978	-	-	275	8.2	N	-	1	-	H	Y
17355	20130807:0600	600	943	-	-	295	6.7	N	-	1	-	H	Y
17355	20130807:0600	768	925	-	-	315	7.7	Y	-	0	-	P	Y
17355	20130807:0600	900	911	-	-	290	6.7	N	-	1	-	H	Y
17355	20130807:0600	1460	850	-	-	295	9.3	Y	-	0	-	P	Y
17355	20130807:0600	1500	846	-	-	295	9.3	N	-	1	-	H	Y
17355	20130807:0600	2100	788	-	-	290	9.8	N	-	1	-	H	Y
17355	20130807:0600	2700	730	-	-	275	7.2	N	-	1	-	H	Y
17355	20130807:0600	3016	700	-	-	290	8.8	Y	-	0	-	P	Y
17355	20130807:0600	3600	652	-	-	290	12.4	N	-	1	-	H	Y
17355	20130807:0600	4200	603	-	-	270	15.4	N	-	1	-	H	Y
17355	20130807:0600	5400	514	-	-	275	19.6	N	-	1	-	H	Y
17355	20130807:0600	5607	500	-	-	275	19.6	Y	-	0	-	P	Y
17355	20130807:1200	7	1019.6	17.8	12.8	329	4.1	Y	4	4	-	H	U
17355	20130807:1200	29	1017	15.6	-	-	-	N	1	-	-	-	U
17355	20130807:1200	62	1013	16.8	-	-	-	N	1	-	-	-	U
17355	20130807:1200	146	1003	14.4	-	-	-	N	1	-	-	-	U
17355	20130807:1200	171	1000	15	-	10	3.6	Y	0	0	6	P	U
17355	20130807:1200	273	988	15	-	-	-	N	1	-	-	-	U
17355	20130807:1200	299	985	13	-	-	-	N	1	-	-	-	U
17355	20130807:1200	307	984	-	-	5	5.1	N	-	1	-	H	U
17355	20130807:1200	419	971	13.4	-	-	-	N	1	-	-	-	U
17355	20130807:1200	514	960	11.6	-	-	-	N	1	-	-	-	U
17355	20130807:1200	607	949	-	-	325	4.6	N	-	1	-	H	U
17355	20130807:1200	823	925	9.4	-	300	7.2	Y	0	0	3	P	U
17355	20130807:1200	907	916	-	-	300	6.2	N	-	1	-	H	U
17355	20130807:1200	1507	851	-	-	280	9.3	N	-	1	-	H	U
17355	20130807:1200	1517	850	4.4	-	280	9.3	Y	0	0	2	P	U
17355	20130807:1200	1808	820	1.4	-	300	11.3	N	1	1	-	H	U
17355	20130807:1200	2407	761	-	-	305	10.8	N	-	1	-	H	U
17355	20130807:1200	2503	752	0	-	-	-	N	1	-	-	-	U
17355	20130807:1200	3072	700	-4.5	-	305	12.9	Y	0	0	1	P	U
17355	20130807:1200	4207	604	-	-	300	13.4	N	-	1	-	H	U
17355	20130807:1200	4807	559	-	-	295	15.4	N	-	1	-	H	U
17355	20130807:1200	4858	555	-16.7	-	-	-	N	1	-	-	-	U
17355	20130807:1800	0	1013	-	-	50	7.2	Y	-	4	-	H	Y
17355	20130807:1800	300	978	-	-	355	7.2	N	-	1	-	H	Y
17355	20130807:1800	600	943	-	-	320	4.1	N	-	1	-	H	Y
17355	20130807:1800	768	925	-	-	310	6.7	Y	-	0	-	P	Y
17355	20130807:1800	900	911	-	-	305	7.2	N	-	1	-	H	Y
17355	20130807:1800	1460	850	-	-	295	8.8	Y	-	0	-	P	Y
17355	20130807:1800	1500	846	-	-	305	8.8	N	-	1	-	H	Y
17355	20130807:1800	2700	730	-	-	295	7.7	N	-	1	-	H	Y
17355	20130807:1800	3016	700	-	-	305	12.4	Y	-	0	-	P	Y
17355	20130807:1800	3600	652	-	-	280	12.4	N	-	1	-	H	Y
17355	20130807:1800	4200	603	-	-	305	14.9	N	-	1	-	H	Y
17355	20130807:1800	5400	514	-	-	290	17.5	N	-	1	-	H	Y
17355	20130807:1800	5607	500	-	-	290	17.5	Y	-	0	-	P	Y
17355	20130808:0600	300	978	-	-	325	5.1	N	-	1	-	H	Y
17355	20130808:0600	600	943	-	-	300	5.7	N	-	1	-	H	Y
17355	20130808:0600	768	925	-	-	300	4.1	Y	-	0	-	P	Y
17355	20130808:0600	900	911	-	-	300	4.1	N	-	1	-	H	Y
17355	20130808:0600	1460	850	-	-	325	5.1	Y	-	0	-	P	Y
17355	20130808:0600	1500	846	-	-	330	6.2	N	-	1	-	H	Y
17355	20130808:0600	2100	788	-	-	330	7.2	N	-	1	-	H	Y
17355	20130808:0600	3016	700	-	-	315	10.8	Y	-	0	-	P	Y
17355	20130808:0600	3600	652	-	-	310	9.3	N	-	1	-	H	Y
17355	20130808:0600	3900	627	-	-	325	6.7	N	-	1	-	H	Y
17355	20130808:1200	7	1019.7	16.7	11.4	11	2.9	Y	4	4	-	H	U
17355	20130808:1200	173	1000	15	-	15	3.1	Y	0	0	6	P	U
17355	20130808:1200	307	984	-	-	340	2.1	N	-	1	-	H	U
17355	20130808:1200	550	956	10.4	-	-	-	N	1	-	-	-	U
17355	20130808:1200	607	949	-	-	360	4.6	N	-	1	-	H	U
17355	20130808:1200	788	929	10	-	-	-	N	1	-	-	-	U
17355	20130808:1200	824	925	10	-	355	5.1	Y	0	0	3	P	U
17355	20130808:1200	907	916	-	-	345	5.7	N	-	1	-	H	U
17355	20130808:1200	1507	851	-	-	335	6.2	N	-	1	-	H	U
17355	20130808:1200	1518	850	4	-	335	6.2	Y	0	0	2	P	U
17355	20130808:1200	1807	820	-	-	340	8.8	N	-	1	-	H	U
17355	20130808:1200	1867	814	0.6	-	-	-	N	1	-	-	-	U
17355	20130808:1200	2407	761	-	-	300	6.2	N	-	1	-	H	U
17355	20130808:1200	2499	752	-2.1	-	-	-	N	1	-	-	-	U
17355	20130808:1200	2707	732	-	-	310	6.2	N	-	1	-	H	U
17355	20130808:1200	3007	705	-	-	315	9.3	N	-	1	-	H	U
17355	20130808:1200	3064	700	-5.7	-	315	9.3	Y	0	0	1	P	U
17355	20130808:1200	3307	678	-	-	345	7.2	N	-	1	-	H	U
17355	20130808:1200	4207	602	-	-	350	7.7	N	-	1	-	H	U
17355	20130808:1200	5407	514	-	-	355	7.2	N	-	1	-	H	U
17355	20130808:1200	5589	502	-22.3	-	-	-	N	1	-	-	-	U
17355	20130808:1200	5618	500	-22.3	-	355	7.2	Y	0	0	0	P	U
17355	20130808:1800	0	1013	-	-	10	4.6	Y	-	4	-	H	Y
17355	20130808:1800	300	978	-	-	360	8.8	N	-	1	-	H	Y
17355	20130808:1800	600	943	-	-	10	7.7	N	-	1	-	H	Y
17355	20130808:1800	768	925	-	-	5	7.2	Y	-	0	-	P	Y
17355	20130808:1800	900	911	-	-	360	5.7	N	-	1	-	H	Y
17355	20130808:1800	1460	850	-	-	330	4.6	Y	-	0	-	P	Y
17355	20130808:1800	1500	846	-	-	330	4.6	N	-	1	-	H	Y
17355	20130808:1800	2400	759	-	-	345	4.6	N	-	1	-	H	Y
17355	20130808:1800	3016	700	-	-	335	7.7	Y	-	0	-	P	Y
17355	20130808:1800	3600	652	-	-	320	5.7	N	-	1	-	H	Y
17355	20130808:1800	4200	603	-	-	290	6.2	N	-	1	-	H	Y
17355	20130808:1800	5400	514	-	-	280	5.7	N	-	1	-	H	Y
17355	20130808:1800	5607	500	-	-	280	5.7	Y	-	0	-	P	Y
17355	20130809:0000	7	1019.8	11.4	11	116	1.1	Y	4	4	-	H	U
17355	20130809:0000	172	1000	13.8	-	25	7.2	Y	0	0	6	P	U
17355	20130809:0000	180	999	13.8	-	-	-	N	1	-	-	-	U
17355	20130809:0000	307	984	-	-	10	6.2	N	-	1	-	H	U
17355	20130809:0000	607	949	-	-	5	6.2	N	-	1	-	H	U
17355	20130809:0000	822	925	9.2	-	10	6.2	Y	0	0	3	P	U
17355	20130809:0000	907	915	-	-	355	5.1	N	-	1	-	H	U
17355	20130809:0000	1507	851	-	-	340	4.6	N	-	1	-	H	U
17355	20130809:0000	1516	850	4.4	-	340	4.6	Y	1	0	2	P	U
17355	20130809:0600	0	1013	-	-	100	2.1	Y	-	4	-	H	Y
17355	20130809:0600	300	978	-	-	90	4.6	N	-	1	-	H	Y
17355	20130809:0600	600	943	-	-	65	5.7	N	-	1	-	H	Y
17355	20130809:0600	768	925	-	-	60	5.1	Y	-	0	-	P	Y
17355	20130809:0600	900	911	-	-	50	5.1	N	-	1	-	H	Y
17355	20130809:0600	1460	850	-	-	55	4.1	Y	-	0	-	P	Y
17355	20130809:0600	1500	846	-	-	55	4.1	N	-	1	-	H	Y
17355	20130809:0600	1800	817	-	-	10	5.1	N	-	1	-	H	Y
17355	20130809:0600	2100	788	-	-	35	4.6	N	-	1	-	H	Y
17355	20130809:0600	2400	759	-	-	355	3.1	N	-	1	-	H	Y
17355	20130809:0600	3000	702	-	-	25	1.5	N	-	1	-	H	Y
17355	20130809:0600	3016	700	-	-	15	1.5	Y	-	0	-	P	Y
17355	20130809:0600	3600	652	-	-	360	4.6	N	-	1	-	H	Y
17355	20130809:0600	3900	627	-	-	15	2.1	N	-	1	-	H	Y
17355	20130809:0600	4200	603	-	-	325	5.1	N	-	1	-	H	Y
17355	20130809:0600	4500	578	-	-	345	5.1	N	-	1	-	H	Y
17355	20130809:0600	5400	514	-	-	335	7.2	N	-	1	-	H	Y
17355	20130809:0600	5607	500	-	-	335	7.2	Y	-	0	-	P	Y
17355	20130809:1200	7	1017.5	17.3	10.5	57	5.9	Y	4	4	-	H	U
17355	20130809:1200	11	1017	16	-	-	-	N	1	-	-	-	U
17355	20130809:1200	154	1000	15	-	80	8.8	Y	0	0	6	P	U
17355	20130809:1200	307	982	-	-	85	8.8	N	-	1	-	H	U
17355	20130809:1200	607	947	-	-	65	4.6	N	-	1	-	H	U
17355	20130809:1200	744	932	10.2	-	-	-	N	1	-	-	-	U
17355	20130809:1200	806	925	9	-	80	6.7	Y	0	0	3	P	U
17355	20130809:1200	907	914	-	-	50	10.3	N	-	1	-	H	U
17355	20130809:1200	1004	903	6.4	-	-	-	N	1	-	-	-	U
17355	20130809:1200	1207	881	-	-	45	5.7	N	-	1	-	H	U
17355	20130809:1200	1309	870	5.8	-	-	-	N	1	-	-	-	U
17355	20130809:1200	1375	863	4.2	-	-	-	N	1	-	-	-	U
17355	20130809:1200	1498	850	4	-	70	7.7	Y	0	0	2	P	U
17355	20130809:1200	1507	849	-	-	70	7.7	N	-	1	-	H	U
17355	20130809:1200	1788	820	1.4	-	-	-	N	1	-	-	-	U
17355	20130809:1200	1807	818	-	-	50	9.3	N	-	1	-	H	U
17355	20130809:1200	2293	770	0	-	-	-	N	1	-	-	-	U
17355	20130809:1200	2707	731	-	-	55	10.8	N	-	1	-	H	U
17355	20130809:1200	3048	700	-5.9	-	50	9.3	Y	1	0	1	P	U
17355	20130809:1200	3607	651	-	-	55	6.2	N	-	1	-	H	U
17355	20130809:1200	4207	603	-	-	35	7.2	N	-	1	-	H	U
17355	20130809:1200	4216	602	-11.9	-	-	-	N	1	-	-	-	U
17355	20130809:1200	4684	566	-16.1	-	-	-	N	1	-	-	-	U
17355	20130809:1200	4807	557	-	-	45	3.1	N	-	1	-	H	U
17355	20130809:1200	4859	553	-16.1	-	-	-	N	1	-	-	-	U
17355	20130809:1200	4886	551	-17.5	-	-	-	N	1	-	-	-	U
17355	20130809:1200	5407	514	-	-	350	5.7	N	-	1	-	H	U
17355	20130809:1200	5577	502	-22.1	-	-	-	N	1	-	-	-	U
17355	20130809:1200	5606	500	-22.1	-	350	5.7	Y	0	0	0	P	U
17355	20130809:1800	0	1013	-	-	170	3.6	Y	-	4	-	H	Y
17355	20130809:1800	300	978	-	-	130	4.6	N	-	1	-	H	Y
17355	20130809:1800	600	943	-	-	130	3.6	N	-	1	-	H	Y
17355	20130809:1800	768	925	-	-	80	7.2	Y	-	0	-	P	Y
17355	20130809:1800	900	911	-	-	70	8.2	N	-	1	-	H	Y
17355	20130809:1800	1460	850	-	-	60	4.6	Y	-	0	-	P	Y
17355	20130809:1800	1500	846	-	-	60	4.6	N	-	1	-	H	Y
17355	20130809:1800	2100	788	-	-	60	6.2	N	-	1	-	H	Y
17355	20130809:1800	3000	702	-	-	45	6.2	N	-	1	-	H	Y
17355	20130809:1800	3016	700	-	-	45	6.2	Y	-	0	-	P	Y
17355	20130809:1800	3600	652	-	-	60	5.7	N	-	1	-	H	Y
17355	20130809:1800	4200	603	-	-	35	3.6	N	-	1	-	H	Y
17355	20130809:1800	4800	556	-	-	30	3.6	N	-	1	-	H	Y
17355	20130809:1800	5400	514	-	-	335	3.1	N	-	1	-	H	Y
17355	20130809:1800	5607	500	-	-	335	3.1	Y	-	0	-	P	Y
17355	20130810:0600	0	1013	-	-	155	5.7	Y	-	4	-	H	Y
17355	20130810:0600	300	978	-	-	135	4.6	N	-	1	-	H	Y
17355	20130810:0600	600	943	-	-	75	7.2	N	-	1	-	H	Y
17355	20130810:0600	768	925	-	-	70	9.8	Y	-	0	-	P	Y
17355	20130810:0600	900	911	-	-	70	8.8	N	-	1	-	H	Y
17355	20130810:0600	1200	878	-	-	60	7.7	N	-	1	-	H	Y
17355	20130810:0600	1460	850	-	-	75	3.6	Y	-	0	-	P	Y
17355	20130810:0600	1500	846	-	-	75	3.6	N	-	1	-	H	Y
17355	20130810:0600	1800	817	-	-	100	5.7	N	-	1	-	H	Y
17355	20130810:0600	2400	759	-	-	55	7.2	N	-	1	-	H	Y
17355	20130810:0600	2700	730	-	-	70	10.3	N	-	1	-	H	Y
17355	20130810:0600	3000	702	-	-	95	7.2	N	-	1	-	H	Y
17355	20130810:0600	3016	700	-	-	95	7.2	Y	-	0	-	P	Y
